Phrases,Translation
どんなに速く歩いてもあなたは彼に追いつけない。,"No matter how fast I walk, you will never catch up with him."
事態は悪くなる一方です。,Things are only going to get worse.
謎は深まる一方だわ。,The mystery just keeps getting worse.
その上に座るな。,Don't sit on it.
学校は丘の上だ。,The school is on a hill.
私は草の上に寝た。,I lay down on the grass.
辞書が机の上にある。,The dictionary is on the desk.
彼は努力のおかげで成功した。,He succeeded because of his efforts.
そのおかげで誤解が解ける。,"Thanks to him, the misunderstanding is cleared up."
君のおかげで成功できた。,"Thanks to you, I succeeded."
奨学金のおかげで彼女は留学した。,"Thanks to the scholarship, she went to study abroad."
錠剤のおかげで痛みがなくなった。,"Thanks to the pills, the pain is gone."
彼は能力と勤勉のおかげで成功した。,He succeeded because of his ability and hard work.
一行おきに書け。,Write every other line.
３０分おきに出ます。,I leave every half hour.
私は１日おきに入浴する。,I take a bath every other day.
六時間おきに体温を測った。,I took his temperature every six hours.
彼は数日おきにここに来る。,He comes here every few days.
汽車は２時間おきに出発する。,The train leaves every two hours.
会議は一週間おきに行われる。,Meetings are held every other week.
ここではバスは十分おきに通る。,The bus goes by here every ten minutes.
４時間おきにこの薬をのみなさい。,Take this medicine every four hours.
その番組は１週間おきに放送される。,The program will be broadcasted every other week.
恐れるな。,Don't be afraid.
動物は火を恐れる。,Animals are afraid of fire.
彼は危険を恐れない。,He is not afraid of danger.
人々は変化を恐れる。,People are afraid of change.
彼はヘビを恐れている。,He is afraid of snakes.
おそれることは何もない。,There is nothing to be afraid of.
ミスをすることを恐れるな。,Don't be afraid to make a mistake.
間違えることを恐れないで。,Don't be afraid of making mistakes.
人は洪水や火災などの災害を恐れる。,People are afraid of disasters such as floods and fires.
私の願いがかなわないと恐れている。,I am afraid that my wish will not be fulfilled.
あなたを怒らせることを恐れています。,Fear that I will offend you.
質問をする事を恐れてはいけない。,Don't be afraid to ask questions.
新しい物事に手を出すのを恐れるな。,Don't be afraid to try new things.
ここへ来たきっかけは何ですか？,What brought you here?
ここへ来たきっかけは何ですか？,What brought you here?
横にお掛けなさい。,Please sit down beside me.
川が枯れかけている。,The river is dying.
迷惑かけてごめんね。,I'm sorry to bother you.
彼は麻酔をかけられた。,He was put under anesthesia.
彼は上着を鉤にかけた。,He put his jacket on the hook.
二かける七は十四です。,Two times seven is fourteen.
彼女はカーテンを掛けた。,She hung the curtains.
戸にロックをかけなさい。,Put a lock on the door.
彼は感情を表わしがちだ。,He tends to show his emotions.
彼は約束を忘れがちである。,He tends to forget his promises.
彼は電車に傘を忘れがちだ。,He tends to forget his umbrella on the train.
私たちは間違いをしがちです。,We are apt to make mistakes.
彼は学識を自慢しがちであった。,He was apt to boast of his learning.
事故はとかく起こりがちなもの。,Accidents are apt to happen.
私達は他人の悪口を言いがちだ。,We tend to speak ill of others.
学生は時間を浪費しがちである。,Students tend to waste their time.
老人は過去を振り返りがちである。,Old people tend to look back on the past.
果物はすぐにくさりがちである。,Fruit tends to go bad quickly.
風邪かな？,Is it a cold?
恋かな？,Is it love?
遅れたかな？,Am I late?
今晩暇かな？,Are you free tonight?
そうなのかな？,Is it?
可能性あるかな？,Do you think it's possible?
晴れるのかなあ？,Is it going to be sunny?
道間違えたかな？,Did I take a wrong turn?
彼に話すのかな。,I wonder if I should tell him.
それって変かな？,Would that be weird?
あれで十分かな？,Would that be enough?
誰を呼ぼうかな。,I wonder who I should call.
誰にしようかな？,Who should I call?
同席してもいいかな。,Is it okay if I sit in?
彼女の話は本当かな？,Do you think she's telling the truth?
夕食に何作ろうかな。,What should I make for dinner?
あれは関係あるかな？,Is that relevant?
次はいつ会えるかな？,When can I see her again?
私は週末にかけて伊豆へ行くつもりだ。,I'm going to Izu over the weekend.
雨がよく降るのは、５月から８月にかけてです。,It rains a lot from May to August.
わたしはソファーにかけている。,I'm hanging on the couch.
やるからには最善を尽くしなさい。,"If you're going to do it, do it the best you can."
注射器を見たからには落ち着いてきた。,"Now that I've seen the syringe, I've calmed down."
バスの代わりに電車で行こうよ。,Let's take the train instead of the bus.
彼は上司のかわりに会議に出席した。,He attended the meeting instead of his boss.
私は勉強するかわりにテレビを見た。,I watched TV instead of studying.
英語の代わりにフランス語を習いました。,I learned French instead of English.
5時ぐらいだよ。,It's about five o'clock.
何時ぐらい？,What time is it?
何日ぐらいで着きますか。,How long will it take you to get there?
３週間ごとに会ってます。,We meet every three weeks.
バスは１５分ごとにでます。,The bus leaves every 15 minutes.
２時間毎に局部を湿布しなさい。,Do a local compress every two hours.
電車は３０分ごとに走っている。,The train runs every 30 minutes.
食前ごとにこの薬を飲みなさい。,Take this medicine before every meal.
この薬は３時間毎に飲んでください。,You should take this medicine every three hours.
先生のこと好き？,Do you like the doctor?
変なこと言うなよ。,Don't say anything funny.
危ない事はするな。,Don't do anything dangerous.
そのことで悩むな。,Don't let it bother you.
それって凄いこと？,Is that a big deal?
食べたことあるの？,Have you ever eaten?
やったことあるの？,Have you ever done that?
これ見たことある？,Have you seen this?
簡単な事じゃない。,It's not easy.
これは普通のこと？,Is this normal?
何も言うことはないの？,Don't you have anything to say?
もちろんそんなことはない！,"No, of course not!"
お前なんかに話すことはない。,I have nothing to say to you.
もう二度と起こることはないよ。,It won't happen again.
今晩は列車がとても込んでいる。,The train is very crowded this evening.
この価格は昼食代込みですか？,Does this price include lunch?
食事代はサービス料も込みになっています。,The price of the meal includes the service charge.
彼は手紙を火の中に投げ込んだ。,He threw the letter into the fire.
終わり際になってその実験は失敗であると気づいた。,"Toward the end, he realized that the experiment was a failure."
危機の際には赤ランプが点灯する。,"In times of crisis, the red light comes on."
お困りの際には、お電話ください。,"If you need help, please call us."
言語を学ぶ際に間違うことを恐れてはいけないのです。,Don't be afraid to make mistakes when learning a language.
実際に何が起こったのか。,What actually happened?
学校の場所さえ分かるか？,Do you even know where the school is?
彼は私に謝りさえしなかった。,He didn't even apologize to me.
綺麗じゃない？,Isn't it beautiful?
嘘じゃないよ。,I'm not lying.
これじゃないよ。,It's not this.
もう好きじゃない。,I don't like him anymore.
遊びじゃないんだ。,It's not a game.
現実じゃなかった。,It wasn't real.
笑い事じゃないよ！,It's not funny!
そこに行くたびに彼女に会う。,I see her every time I go there.
この映画を見るたびに泣く。,I cry every time I watch this movie.
この本は読むたびに発見がある。,I discover this book every time I read it.
彼は上京するたびに私の家に泊まる。,"Every time he comes to Tokyo, he stays at my house."
彼はいつでも英語を話す度に間違いをする。,He always makes a mistake every time he speaks English.
壁は落書きだらけです。,The walls are covered with graffiti.
彼の手は泥だらけだった。,His hands were covered with mud.
この本は間違いだらけだ。,This book is full of mistakes.
この制度は欠陥だらけだ。,This system is full of flaws.
うわぁ、観光客だらけ。,"Wow, it's full of tourists."
それは矛盾だらけだ。,It's full of contradictions.
部屋はゴミだらけだ。,The room is full of garbage.
買い物ついでにでもお寄りください。,Please stop by while you shop.
君が飲むついでに、僕の分も入れてくれないかな。,"While you're drinking, why don't you fill me up."
そんな物あったっけ？,Did we have any of those?
次の時間は何だっけ？,What's the next time?
どこに置いたっけ？,Where did I put it?
何を考えていたんだっけ。,What was I thinking about?
これどうやるんだっけ？,How am I going to do this?
何の話をしていたっけ？,What were we talking about?
あの人、何て名前だったっけ？,What was that guy's name again?
パリに行きたくてたまりません。,I'm dying to go to Paris.
私は外国へ行きたくてたまらない。,I am dying to go to a foreign country.
冷えたビールがあればたまらないね。,I can't wait to have a cold beer.
彼は彼女に会いたくてたまらなかった。,He couldn't wait to see her.
彼らは昼食が待ちどおしくてたまらない。,They couldn't wait to have lunch.
登山家は清水が欲しくてたまらなかった。,The mountaineer was desperate for fresh water.
私は冷たい飲み物がほしくてたまりません。,I'm dying for a cold drink.
彼は天才だと言っても過言ではない。,It is no exaggeration to say that he is a genius.
彼の作品を知っているといってもほんの少しです。,I know only a few of his works.
宿屋といってもまるで丸太小屋のようだ。,The inn looks like a log cabin.
彼女は歌手といってもお粗末なものだ。,"She's a singer, but a lousy one."
客間に通された。,I was ushered into the drawing room.
銅はよく電気を通す。,Copper is a good conductor of electricity.
床下にパイプを通す。,The pipes run under the floor.
私は彼を部屋に通した。,I ushered him into the room.
どうぞ通してください。,Please let him in.
冬中暖房無しで通した。,I let him in without heat all winter.
この上着は雨を通さない。,This jacket is impervious to rain.
この布地は水を通さない。,This fabric is impervious to water.
彼らはジャングルに道を通した。,They made their way through the jungle.
済みません。通してくれますか。,I'm sorry. Can you let me through?
彼女を通しなさい、すぐ会うから。,"Let her through, I'll see you soon."
彼女は闇にまぎれて逃げとおせた。,She was able to escape under the cover of darkness.
道を開けて子どもを通してください。,Please open the way and let the child through.
この点に関しては意見が異なっている。,We have a difference of opinion on this point.
このことに関してまた君に電話するよ。,I'll call you back about this.
彼女の才能に関しては疑問の余地が無い。,There is no question about her talent.
私に関して言えば、肉よりも魚が好きだ。,"As for me, I prefer fish to meat."
私に関して言えば、土曜日が都合がよい。,"As for me, Saturdays are more convenient."
家賃に関して私は彼と折り合いがついた。,I've come to an agreement with him about the rent.
その報告は販売に関しては思わしくない。,The report does not look good for sales.
スケジュールに関しては、後でお知らせします。,"As for the schedule, I'll let you know later."
以前に比べれば、ここでの生活は随分楽になりました。,"Compared to the past, life here is a lot easier."
ロンドンは東京に比べて小さい。,London is small compared to Tokyo.
彼は私の助言に従って行動した。,He acted according to my advice.
動物は本能に従って行動する。,Animals act according to their instincts.
君は能力にしたがって上達する。,You will improve according to your ability.
私たちは時間割に従って勉強する。,We will study according to the timetable.
君は指示に従ってさえいればいいのです。,All you have to do is follow the instructions.
君は自分の主義に従って行動すべきである。,You should act according to your own principles.
君は規則に従って行動しなければならない。,You have to act according to the rules.
君の命令にしたがって私はボートを売ろう。,I'll sell my boat according to your order.
我々はいつも法律に従って行動するべきだ。,We should always act according to the law.
私の設計にしたがって、作ってもらいました。,I had it built according to my design.
私たちは彼女の指示に従って作業を完了した。,We completed the work according to her instructions.
解答はすべて指示に従って書かねばならない。,All solutions must be written according to the instructions.
何をやるにしても、彼は上手にこなす。,"No matter what he does, he does it well."
どこへ行くにしても私は道に迷う。,"Wherever I go, I get lost."
どんな本を読むにしても、注意深く読みなさい。,"No matter what book you read, read it carefully."
どんなに一生懸命にしてもそれはできないだろう。,"No matter how hard you try, you will not be able to do it."
私は女性に関しては弱い。,I'm weak when it comes to women.
それに関して、私は君に賛成だ。,I'm with you on that.
その件に関して特に疑問はない。,I have no doubts about that.
価格に関して話し合いたいのですが。,I would like to discuss the price.
スタイルに関してはこの車が一番だ。,This car is the best when it comes to style.
敵に対して寛大だ。,He is generous to his enemies.
彼は友人に対して寛大だ。,He is generous to his friends.
彼女は動物に対して優しい。,She is kind to animals.
彼は誰に対しても腰が低い。,He is low to everyone.
彼女に対して疑いを持ちだした。,I began to have doubts about her.
協力者に対しては賞金が出ます。,There is a reward for cooperation.
彼は批評に対してたいへん敏感だ。,He is very sensitive to criticism.
彼は私の質問に対してうなずいた。,He nodded in response to my question.
彼はその事故に対して責任がある。,He is responsible for the accident.
間違ったに違いない。,He must have made a mistake.
病気だったに違いない。,He must have been sick.
それは本当に違いない。,It must be true.
彼らは幸せにちがいない。,They must have been happy.
彼らは誤ったに違いない。,They must have been wrong.
彼はそれを見たに違いない。,He must have seen it.
彼は家が恋しいに違いない。,He must be missing home.
冗談を言ってるに違いない。,He must be joking.
彼女は美しかったに違いない。,She must have been beautiful.
政治について討論しよう。,Let's discuss politics.
彼の髪型について一言した。,I made a comment about his hairstyle.
ゲームについてのご感想は？,What do you think of the game?
日本についてどう思いますか。,What do you think about Japan?
この牛肉は１ポンドにつき４ドルです。,This beef costs four dollars per pound.
我々はその品物を１ダースにつき３ドルで買った。,We bought that item for $3 per dozen.
私は一時間につき十ドルもらっています。,I am paid ten dollars per hour.
１ページにつき、３枚ずつコピーして下さい。,Please make three copies of each page.
彼女は１日につき３０ドル稼ぐ。,She makes thirty dollars per day.
午後を通してずっと雨が降っていた。,It had been raining all afternoon.
山を通してトンネルを通した。,Tunnels were built through the mountains.
それらは１年を通してずっと飾られている。,They are decorated throughout the year.
貨幣は銀行制度を通じて流通する。,Money circulates through the banking system.
彼女とは友人を通じて知り合った。,I met her through a friend.
全ての場合を通じて、恋愛は忍耐である。,"In all cases, love is patience."
この山は一年を通じて雪に覆われている。,This mountain is covered with snow all year round.
彼は経験がないわりによくやる。,He does well despite his lack of experience.
彼は若いわりにはとてもいい仕事をした。,He did a very good job for one so young.
彼は年齢の割に老けて見える。,He looks old for his age.
この布は値段の割に品質が良い。,This cloth is of good quality for the price.
僕は負けるわけにはいかない！,I can't afford to lose!
本当に捨てるわけにはいかないよ。,I really can't throw it away.
本当に捨てるわけにはいかないよ。,I really can't throw it away.
もうこれ以上延ばすわけにはいかない。,I can't extend it any longer.
何事も思い通りにするわけにはいかない。,You can't do everything as you wish.
そんな話を聞くと笑わないわけにはいかない。,I can't help but laugh when I hear that.
誰でも車が持てるわけではない。,Not everyone can afford a car.
北海道がいつも寒いわけではない。,It is not always cold in Hokkaido.
全ての鳥が飛べるわけではない。,Not all birds can fly.
彼はいつも遅刻するわけではない。,He is not always late.
私はいつも早起きするわけではない。,I don't always wake up early.
夏休みの間にそれをした。,I did that during my summer vacation.
頭と胴体の間に首がある。,There is a neck between the head and the torso.
休みの間に東京へ一週間行きます。,During my vacation I will go to Tokyo for a week.
休暇の間にはフランスへ行きます。,During my vacation I will go to France.
あなたが寝ている間に、私は本を読む。,"While you are sleeping, I will read a book."
この１年の間に、物価は２倍になった。,"During the past year, prices have doubled."
６時から７時の間に出発するようにしてください。,Try to leave between six and seven o'clock.
３時間待った。,I waited for three hours.
両者の間に関係はない。,There is no relationship between the two.
私は彼らの間に座った。,I sat between them.
行と行との間をあける。,Leave some space between the lines.
命のある間は希望がある。,"While there is life, there is hope."
二つの家の間に庭がある。,There is a garden between the two houses.
彼は二十年間教えている。,He has been teaching for twenty years.
学校は三時半に終わる。,School is over at 3:30.
講義ってもう終わった？,Have you finished your lecture yet?
彼女が来るかどうか疑う。,I doubt if she'll come.
彼が来るかどうか疑問だ。,I wonder if he'll come.
彼が来るかどうか知らない。,I don't know if he'll come.
君が明日暇かどうか知りたい。,I want to know if you're free tomorrow.
君が来るかどうかは問題ではない。,It doesn't matter if you're coming or not.
それが本当かどうか聞いてみよう。,I'll ask him if it's true.
雨になるかもしれないな。,It might rain.
列車に乗り遅れたのかもしれない。,You might have missed the train.
それは今にも起こるかもしれない。,It could happen at any moment.
その余裕がないかもしれないから。,We may not be able to afford it.
夜から雪が降るかもしれないですね。,It might start snowing at night.
見たことがあります。,I've seen it.
金沢では吹雪くことがある。,There are times when it blows in Kanazawa.
野球をしたことがありますか。,Have you ever played baseball?
彼は北海道にいたことがある。,He has been in Hokkaido.
彼女に３回会ったことがある。,I've seen her three times.
仮眠をとることにした。,I decided to take a nap.
彼は試してみる事にした。,He decided to give it a try.
私は車を買うことにした。,I decided to buy a car.
彼らは結婚することにした。,They decided to get married.
毎日散歩することにしてるの。,I'm going to take a walk every day.
私は毎朝走ることにしている。,I'm going to run every morning.
どうしてそんな事になったの？,How did that happen?
明日で１週間雨が続く事になる。,It's going to rain for a week tomorrow.
私はパリに行く事になっている。,I'm supposed to go to Paris.
７時にバスを待つ事になっています。,I'm supposed to wait for the bus at 7:00.
彼女は結局彼と結婚することになった。,She was to marry him after all.
彼にそれを独りでさせなさい。,Let him have it alone.
謝るしかない。,All I can do is apologize.
二時間しか寝なかった。,I only slept for two hours.
彼女は野菜しか食べない。,She only eats vegetables.
五千円しか持っていない。,I only have five thousand yen on me.
英語を少ししか話せません。,I can only speak a little English.
高すぎる！,Too high!
暗すぎる。,Too dark.
難しすぎる。,Too difficult.
夏は過ぎた。,Summer is over.
小さすぎる。,Too small.
静か過ぎる。,Too quiet.
遠すぎるわ。,Too far away.
複雑すぎます！,It's too complicated!
また１日が過ぎた。,Another day has passed.
これは派手すぎる。,This is too fancy.
眠すぎて倒れそう。,I'm going to fall asleep.
あれは簡単すぎた？,Was that too easy?
彼は早く着きすぎた。,He got there too early.
彼は酒を飲みすぎる。,He drinks too much.
いつもそうでした。,He always did.
怪我自体はなん針か縫う程度だそうです。,The injury itself is said to require only a few stitches.
怪我自体はなん針か縫う程度だそうです。,The injury itself is said to require only a few stitches.
出してくれ。,Get me out of here.
元気出して。,Cheer up.
張り紙を出した。,I put up a sign.
ごみを外に出して。,Take out the trash.
答案を出して下さい。,Please give me your answers.
ごめん。道が混んじゃって。,I'm sorry. The streets are so crowded.
ボタンを押してください。,Press the button.
ドアは押して開けてください。,Push to open the door.
ここに拇印を押してください。,Please put your thumbprint here.
私は家に着くやいなや寝た。,I went to bed as soon as I arrived home.
外に出るや否や雨が降ってきた。,"As soon as I stepped outside, it started to rain."
到着するやいなや彼は病気になった。,"As soon as he arrived, he became ill."
私が家につくや否や妹は出て行った。,"As soon as I arrived home, my sister left."
彼が到着するや否や、バスは出発した。,"As soon as he arrived, the bus departed."
全力を尽くすつもりです。,I will do my best.
お役に立てずすみません。,I'm sorry I can't be of more help.
お役に立てて何よりです。,I'm glad I could be of help.
お役に立ててうれしいです。,I'm glad I could be of help.
お役に立ててよかったです。,I'm glad I could help you.
何かお役に立てることはありますか？,What can I do to help you?
また別の機会にお役に立てれば幸いです。,I hope I can be of help another time.
役に立つはずだ。,It should be useful.
役に立つでしょう。,It will be useful.
鉄は役に立つ金属だ。,Iron is a useful metal.
それは非常に役に立つ。,It's very useful.
あなたの役に立ちたい。,I want to be useful to you.
あれって、役に立った？,Was that useful?
この本は我々に役にたつ。,This book is useful to us.
この道具は実に役に立つ。,This tool is very useful.
心配して何の役に立つのか。,What's the use of worrying about it?
パソコンはとても役に立つ。,The computer is very useful.
それは役に立つ情報ですよ。,It's useful information.
この機械はとても役に立つ。,This machine is very useful.
彼の助言は非常に役に立った。,His advice was very helpful.
それが役に立つと思いますか？,Do you think it will help?
多分これが役に立つと思うよ。,Maybe this will help you.
水泳は大変役に立つ技術である。,Swimming is a very useful skill.
私は何かお役に立ちましょうか。,Can I be of any help to you?
このサイトには、役に立つ記事がたくさんある。,There are a lot of useful articles on this site.
別の角度から問題を見ると役に立つかもしれない。,It might be helpful to look at the problem from a different angle.
この道具はちゃんと使えばとても役に立つ。,This tool is very useful when used properly.
何でもお役に立てるようにいたします。,We will try to help you in any way we can.
これはいつか役に立つかもしれない。,This may come in handy someday.
痛みが増しています。,The pain is increasing.
飛行機は速度を増した。,The plane picked up speed.
飛行機は速度を増した。,The plane has gained speed.
これできっと食欲が増します。,This will surely increase your appetite.
彼女は日に日に美しさを増す。,She grows more beautiful every day.
こういうの初めてだろ。,You've never done this before.
こういう次第だ。,It's up to you.
こういう風にやればいい。,You should do it this way.
こういう服、似合ってるよ。,You look good in these clothes.
よくこういう症状が起きますか。,Do you often have these symptoms?
僕はこういう音楽が好きではない。,I don't like this kind of music.
こういう場合には経験が物を言う。,"In such cases, experience comes into play."
こういうわけで私はここへ来ました。,That's why I'm here.
彼がこういう機会をのがすのは残念だ。,It's a pity he missed this opportunity.
こういうものが欲しいと思ってました。,I've always wanted something like this.
こういう危険があるのに登山は大流行です。,"In spite of these dangers, mountain climbing is all the rage."
こうしたら君のプラスになる。,"If you do this, it will be a plus for you."
どうしてこうしなきゃいけないの？,Why do I have to do this?
ここら辺の出身？,Are you from around here?
ここら辺を夜歩くのは危ないよ。,It's not safe to walk around here at night.
ここら辺にスーパーマーケットってある？,Is there a supermarket around here?
彼はテーブルをひっくり返した。,He turned the table upside down.
我々の道具は全部ひっくり返された。,All our tools have been turned over.
焼きたてパンの香ばしい香りが好き。,I love the savory smell of freshly baked bread.
彼の胸は期待に弾んだ。,His heart fluttered with anticipation.
私の心は喜びではずんだ。,My heart leapt with joy.
ゴムのボールは弾力性があるから弾む。,The rubber ball bounced because of its elasticity.
ボールははずんで塀を飛び越えた。,The ball bounced and jumped over the wall.
すごく寒いです。,It's so cold.
すごく蒸し暑い。,It's so hot and humid.
今日はすごく暑い。,It's very hot today.
すごく感動しました。,I was very impressed.
彼女はすごく色気がある。,She is very sexy.
君はすごく根性があるね。,You're so gutsy.
黒くて、甘くて、しっとりした何か。,"Something black, sweet, and moist."
ぐっすり眠れましたか。,Did you have a good night's sleep?
子猫はぐっすりと眠った。,The kitten slept soundly.
ぐっすり眠れましたか。,Did you get a good night's sleep?
授業中にウトウトしてしまったんだ。,I fell asleep in class.
目が覚めたばかりで、まだウトウトしてたんだ。,He had just woken up and was still out of it.
